timestamp,pdf_name,error
2025-07-03T00:51:12.691737,74CBTLV3251QG_IDT_0_alldatasheet.pdf,Connection error.
2025-07-03T00:51:16.278386,LPC2138FBD64_slash_01EL__NXP_29_componentsearchengine.pdf,Connection error.
2025-07-03T00:51:19.035861,TPS54540BDDA_TexasInstruments_2_componentsearchengine.pdf,Connection error.
2025-07-03T00:51:21.714238,"2SK880-Y(TE85L,F)__Toshiba_1_componentsearchengine.pdf",Connection error.
2025-07-03T00:51:24.766921,74LCX541WM_FAIRCHILD_2_alldatasheet.pdf,Connection error.
2025-07-03T00:51:27.988801,ULN2803ADW_TI_1_alldatasheet.pdf,Connection error.
2025-07-03T00:51:31.229281,PMBT2222A_slash_T3__NXPSemiconductors_23_componentsearchengine.pdf,Connection error.
2025-07-03T00:51:34.122400,TPS54540QDDAQ1_TexasInstruments_51_componentsearchengine.pdf,Connection error.
2025-07-03T00:51:36.770271,KC5032A50.0000CM0E00_KYOCERACorporation_405_componentsearchengine.pdf,Connection error.
2025-07-03T00:51:39.486462,DG3157EDL-T1-GE3_Vishay_175_componentsearchengine.pdf,Connection error.
2025-07-03T00:51:42.316035,"74LVC14APW,118_Nexperia_31_componentsearchengine.pdf",Connection error.
2025-07-03T00:51:45.232577,TCA4307DGKR_TexasInstruments_173_componentsearchengine.pdf,Connection error.
2025-07-03T00:51:48.326412,1.5SMC400CA_LUGUANG_15_alldatasheet.pdf,Connection error.
2025-07-03T00:51:51.976251,TLVH431AQDBZR_TexasInstruments_213_componentsearchengine.pdf,Connection error.
2025-07-03T00:51:54.913224,1.5SMC400CA_LEIDITECH_14_alldatasheet.pdf,Connection error.
2025-07-03T00:51:58.564615,STM32L151VEY6TR_STMicroelectronics_149_componentsearchengine.pdf,Connection error.
2025-07-03T00:52:02.246665,SN74CB3T16211DGVR_TexasInstruments_84_componentsearchengine.pdf,Connection error.
